group,note_id,llm_likelihood,signal_type,primary_signal
2026_meta,hCPW9eALs0,4,substance,"Specific technical engagement: constructs a counterexample (third action giving -1000 in prisoner's dilemma), cites the appendix proof's dependence on a partial"
2026_meta,B2mlEj758r,13,substance,"This is an AC meta-review with highly specific engagement (Table 2/3, LADA, WILDS, Eq 2) and idiosyncratic terse judgments per point; structure is templated but"
2024_review,iVYzhpCbkL,8,substance,"Idiosyncratic personal-experience remarks ('In my experience with large-batch training'), minor grammatical slips ('Although... but I still not very clear'), an"
2026_review,y4gSpWx00Q,25,substance,"Concrete, idiosyncratic complaints (wrong in-text citation format, missing years, Figure 4 reasoning, conceptual objection about needing access to unauthorized "
2026_review,7xg0mMIzHE,62,substance,"Fluent symmetric strengths/weaknesses scaffolding with generic critiques ('experiments are shallow', 'presentation quality is not good') and no concrete referen"
2024_review,rgqlbug1KA,3,substance,"Highly specific technical nitpicks (Eq 2 normalization symbol, mathcal font usage), reviewer-supplied citation list with self-referential EBM works, and idiosyn"
2024_review,XSSaY04UQp,4,substance,"Highly specific technical engagement: equation-number queries, notation corrections, latent-dimensionality questions, reviewer-supplied citations and named base"
2024_review,goQM0pym63,72,substance,Bolded generic strength headers with abstract-restating praise and hedged 'might lack'/'may not' weaknesses containing no concrete paper specifics; only the que
2024_review,nVIj5wADJe,20,substance,"Reviewer supplies specific citations (Foster et al. 2021, Zhan et al. 2022) and contrasts their settings, with idiosyncratic personal voice ('I enjoyed reading'"
2026_review,SbWW6QoScs,45,structure,"Polished summary/strengths with generic phrasing, but questions and weaknesses show idiosyncratic human voice ('Why you choose mmlu and gsm8k?', advisory tone)"
2026_review,tiGSfC5NXm,68,structure,"Fluent, symmetric markdown-headed sections with generic phrasing; specifics are mostly re-quoted from the paper (O(M^2 T), HotpotQA, 'relatively little redundan"
2024_review,wY87E98Acu,22,substance,"Specific citation the reviewer supplies, exact quoted sentence, section reference (Sec 3.3), named PEFT methods and DPOK; generic summary/strengths section may "
2024_review,Z7AAVfP2uQ,15,substance,"Truncated sentence ('inspiring to the community in both'), reviewer-supplied citation, and idiosyncratic substantive critique of aliasing/super-resolution claim"
2026_review,QBTFzjPBIe,72,structure,"Highly uniform bulleted strengths/weaknesses with labeled generic categories ('Theory coverage is uneven', 'Hyperparameter rigidity') and formulaic 'Please char"
2026_meta,beynjces3i,72,structure,"Meta-summary text with symmetric 'Addressed/Partially Addressed' scaffolding, uniform sentence rhythm and formulaic per-reviewer templating; specifics appear bu"
2026_review,IgoC0ciBzn,26,substance,"Concrete, idiosyncratic queries (proportion of tokens under RL vs CE, warm-up phase, value of mid-training if post-training RL is prolonged) show genuine engage"
2024_review,dwb5kByQl5,3,substance,"Highly specific engagement: named equations/figures/tables, reviewer-supplied citation list of concurrent-exploration literature, idiosyncratic terse phrasing a"
2024_review,uJvsEl1uP8,40,substance,"Verbose, padded weakness paragraphs with LLM-like phrasing, but reviewer supplies specific self-chosen citations, an OGB leaderboard link, and a concrete detail"
2024_review,M4aRL74dp9,32,substance,"Summary reads like generic abstract restatement, but weaknesses contain specific, substantive critiques (ensemble baseline suggestion, training-order ablation, "
2026_review,CWZD1hrZnP,25,substance,Specific line-number citations to concepts and pinpointed clarity complaints indicate genuine reading; slight template feel in summary
2024_review,6qtUocwFAZ,15,substance,"Reviewer supplies specific citations (Khosla 2020, Gulrajani/DomainBed) and asks concrete dataset questions about the six ImageNet shifts; some minor typos ('MS"
2026_review,1NAsciYH1R,48,substance,"Fluent, well-organized bullet lists with some symmetric scaffolding, but contains specific, substantive critiques (Type1/Type2 inconsistencies, COCO leakage in "
2026_meta,HE7vsQNsVz,72,structure,"Highly uniform 'Concern -> Addressed/Partially addressed' scaffolding with fluent generic phrasing, though reviewer IDs and specific artifacts (Figure 2, 100-Ro"
2026_meta,zDOdnCWNti,72,structure,Highly templated meta-review with symmetric 'Largely addressed / Outstanding' scaffolding and per-reviewer bullet summaries in uniform rhythm; specifics are num
2024_review,yUNtMNyuvF,18,substance,"Specific engagement (page 6 concatenation detail, Theorem 1 set sizes, AnnCUR+KMeans vs RBE+KMeans <2% delta) with slightly non-native phrasing"
2026_review,SIO2qRTy4B,72,structure,"Fluent symmetric strengths/weaknesses scaffolding with generic critiques (quantify overhead, scalability, profiling frequency) and no equation/figure/table-spec"
2024_review,WljOCOYWvW,3,substance,"Reviewer supplies specific missing citations as raw URLs, terse uneven phrasing ('e.g.,is'), concrete technical objection about fully-connected graph limit"
2026_review,ZUMVFtQLUt,42,structure,"Concrete section/table references and pointed methodological critiques suggest human, but the terse generic strengths/weaknesses scaffolding and uniform 'Could "
2024_review,QoKvMajAVt,6,substance,"Very specific engagement: Figure 10, typo 'MSOCO' on p.8 line 1, MMBench comparison, dataset-size subsampling concerns"
2026_meta,PGXfCzOvdq,93,structure,"This is a meta-summary of a discussion, written in uniformly fluent prose with symmetric 'addressed/remains outstanding' scaffolding and speculative score-predi"
2026_meta,RZ4zhcigJb,80,structure,Meta-review style summary with symmetric 'addressed/outstanding' scaffolding and fluent uniform prose; specifics are reviewer IDs rather than paper content
2026_meta,YMoPclHLbM,25,substance,"Specific reviewer IDs, concrete rebuttal details (added 'wait' token), and idiosyncratic meta-review predictions with hedged human voice"
2026_review,3OGoZkc9J5,78,structure,"Highly uniform, exhaustive nine-point weakness list with generic benchmark-review critiques (novelty, efficiency, contamination, statistics) and symmetric three"
2026_meta,oekgnjjGnM,95,vocabulary,"Fluent, uniformly rhythmic meta-review prose with abstract evaluative vocabulary ('dialectical requirements for completeness', 'justified upward trajectory', 'n"
2026_meta,4Ix5IqRjgq,88,structure,"Highly structured meta-summary with symmetric 'addressed/outstanding' scaffolding, uniform fluent phrasing, and hedged score-prediction boilerplate; no idiosync"
2026_review,1IswWKfQ9o,68,structure,"Fluent, uniformly structured bullet points with some concrete anchors (Theorem 1, Eq. 6, phi vs psi) but generic scaffolding and polished rhythm; a couple of hu"
2024_review,VlFhfTfxev,72,structure,"Generic symmetric strengths/weaknesses and vague forward-looking questions (maintenance plans, pedagogical theory) with little concrete engagement; though the t"
2026_review,pcNryz3y0K,24,substance,"Specific, pointed critiques (e.g., 'Understand' category anomaly contradicting stated motivation, 1,007 events count, overlap with MMLU/Wikipedia pretraining) s"
2024_review,V1rVCmISti,15,substance,"Terse, idiosyncratic nitpicks tied to specific sections/tables (Section 2.1 redundancy, acronym expansion, bolding Table 3, Kelvin vs Celsius) with slightly non"
2026_review,bGss3e2BXo,45,structure,"Fluent symmetric scaffolding with titled strength bullets, but contains concrete specifics (Table 1 vs Table 2 discrepancy, 24th layer, VGGT) suggesting real en"
2024_review,8izZ4TM5k2,22,substance,"Specific technical questions (InfoNCE vs NT-Xent, batch size 256, PPG/ECG data-size matching, self-reported label traceability) show genuine engagement; slightl"
2024_review,IfdQxg1b4m,5,substance,"Idiosyncratic first-person voice, admitted non-expertise, reviewer-supplied citations, and specific table/metric questions"
2026_meta,Czb4vAeHyI,72,structure,"This is a meta-summary of a review panel rather than a review itself; it is fluent, symmetrically scaffolded ('Addressed' / 'Still outstanding'), heavily bullet"
2026_review,6aGWORzvbO,72,structure,"Highly organized, uniformly fluent prose with symmetric numbered scaffolding; though it cites specific numbers (12.78M PGD calls, 0.01559 vs 0.01555, Table 3), "
2026_review,4IsmQsuhfh,40,structure,"Fluent, uniformly structured weakness list with generic asks (add ImageNet-100, ImageNet-R/S, newer baselines, visualizations), but includes a supplied citation"
2026_meta,xPZSeVpXC1,68,structure,"This is a meta-review/AC summary with fluent, uniform prose and hedged aggregate reasoning; it references specific baselines (FeCAM/LDC/CCIL/EFC), reviewer IDs "
2026_meta,NfgncWYKfY,22,substance,"This is an AC meta-review with highly specific engagement (Fig 18 deer quality, ESD citation with full author list, MACE 200-celebrity benchmark, AutoLoRA), idi"
2024_review,WjQdc1RMXl,20,substance,"Specific technical engagement (T1/T2 hyperparameters, Table 7, softmax vs unconstrained singular values, concrete suggestion to plot angles/magnitudes) with foc"
2024_review,C4GvBzkcgE,22,vocabulary,"Idiosyncratic first-person hedging ('Though somewhat loosely connected, I feel...', 'I wonder whether'), typo 'rational-based', and specific literature suggesti"
2024_review,Dv0vEJdMrF,21,substance,"Specific, opinionated engagement (RoPE/ALiBi, Sparse Transformer connection, named benchmarks LongBench/MuLD/LRA) with typos ('anD', 'LongBenh', 'wrt.') and une"
2024_review,bXk1hAGRm4,4,substance,"Highly idiosyncratic specifics: anonymity concern about figure style, typo 'rouute' in footnote 1, nuanced skepticism about 'largest published benchmark' wordin"
2026_review,vWQT8mHHCu,72,structure,"Fluent, symmetric strengths/weaknesses scaffolding with generic evaluative phrasing ('elegant idea', 'intuitively appealing'); references appendix/hyperparamete"
2026_meta,5O90eZdray,72,structure,"Meta-summary style with symmetric 'partially addressed / still outstanding' scaffolding, fluent generic evaluative phrasing ('trends below the acceptance bar'),"
2026_review,7eaJH4USb8,88,structure,"Symmetric numbered strengths/weaknesses with questions mirroring weaknesses one-to-one, fluent generic phrasing ('provides a solid theoretical basis'), no engag"
2026_meta,2PHd8eooy2,93,structure,"Fluent meta-summary with symmetric 'Addressed/Outstanding' scaffolding, uniform rhythm, and speculative reviewer-score predictions phrased in hedged generic lan"
2026_meta,FsRb5hyE3o,62,structure,"This is a meta-review/AC summary with fluent, symmetric per-reviewer bookkeeping and capitalized generic weakness labels ('Limited and Synthetic Datasets', 'Que"
2026_review,Bwf7pj1CVm,72,structure,"Highly fluent, uniformly structured prose with symmetric scaffolding and summary-style restatement; though it cites specific details (three seeds, SAT 100k, Gra"
2026_meta,jEaVd8KUxf,72,structure,"Fluent, uniformly structured meta-review-style summaries with hedged speculation about reviewer score movements and generic 'higher-level concerns' scaffolding;"
2026_review,JxUV7hwrfE,78,substance,"Generic symmetric bullet lists with no concrete specifics (no equations, figures, or named baselines), fluent uniform phrasing, and summary that merely restates"
2026_review,SCEFRsoN8w,6,substance,"Highly specific technical engagement: cites line numbers 787-793, Appendix F discrepancies, supplies own citation [R1], and challenges an informal infinity-minu"
2026_meta,CnnN42AgCM,12,substance,"This is a meta-review/AC decision with specific reviewer IDs, personal hedged judgments ('I lean towards acceptance', 'It's possible that Reviewer nfv4 might ha"
2026_meta,3ysCi0Cam9,88,substance,"Fluent meta-summary with symmetric scaffolding, hedged generic phrasing ('largely framed as design trade-offs or future research directions'), and no concrete s"
2026_review,EPFL1Z5Sgq,20,substance,"Highly specific technical engagement (Figure 8 panel d, Table 1 layer 0, precision@k vs Spearman) plus reviewer-supplied citations and slightly uneven/non-nativ"
2026_review,ywXBngJQv8,18,substance,"Specific, idiosyncratic questions (unfamiliarity with Toulbar2, supplies own citation to Sparse-Matrix BP), terse uneven strengths/weaknesses"
2024_review,XVDPQVLycx,18,substance,"Idiosyncratic, opinionated critique with numbered domain-specific assumption list and non-native phrasing ('leading to a highly robust conclusion'); little gene"
2024_review,6XUiOrIzyU,25,substance,"Concrete specifics (dataset sizes 6141/5405, named models, 2-shot vs {2,4,8,16,32} suggestion) and substantive critique indicate human authorship, though struct"
2024_review,Ar0jgfXEwT,3,substance,"Highly specific technical objections (MSMS vertex density math, N=16384 vs 500k points, ESM-1b vs ESM-2, naming inconsistencies across sections) with idiosyncra"
2026_meta,49vsPoubNS,25,substance,"This is a meta-review/AC summary aggregating concrete reviewer-specific concerns (WaterMax composition, hashing undefined, remasking ratio sensitivity) with a c"
2026_review,WfC10XfPbi,75,structure,"Symmetric numbered strengths/weaknesses with fluent generic phrasing ('technically sound and interpretable', 'demonstrates generality and robustness'), no figur"
2026_review,sxn6W6hblL,18,substance,"Specific engagement: Eq. (4) indexing critique, Figure 3/4 typo, r=16/32 trend, named benchmarks (LogiQA, SIQA, WinoGrande); slightly non-native phrasing and id"
2024_review,l9u4fN147G,3,substance,"Highly specific, idiosyncratic engagement: supplies own citations with URLs, questions a specific figure's label mix-up, notes order-of-magnitude trend reversal"
2026_review,wXPp8j3aPT,30,substance,"Heavy, specific literature engagement with reviewer-supplied citations and detailed comparisons; slight LLM-polished fluency but substance is human"
2026_meta,9agAV7eQ62,30,substance,"Templated meta-review with concrete specifics (Phi-4-reasoning, 4.8/12 GPU hours, reviewer IDs) and human typos like 'The tasks this paper is interesting'"
2024_review,AYIQDwXNPh,15,substance,"Reviewer supplies own citations (Neurotoxin, LEAF, Flower) and terse idiosyncratic requests ('I wonder if...', 'A table for the real training time is suggested'"
2024_review,rgi9ZBZtRG,6,substance,"Reviewer supplies specific external citations/links (meta-dataset, CVPR2021 multimodal contrastive paper, rethinking few-shot arxiv), idiosyncratic '+' bullets "
2024_review,s2cS9WQbNH,8,substance,"Specific engagement (Eq.2/Eq.3, section-level presentation nits, typo 'ProrioSAC', 'inputs to score functions flipped'), idiosyncratic parenthetical asides"
2026_review,aHYEXiAzlK,75,substance,"Generic, symmetric strengths/weaknesses with no concrete references to figures, tables, or named baselines; boilerplate praise ('Excellent Clarity and Writing')"
2026_review,a5fNsiiniT,15,substance,"Specific technical engagement (corollary 1, t_0 vs t*, linear-model/gradient-ascent assumption mismatch) with idiosyncratic first-person doubts and minor gramma"
2026_review,0i1lI8l98T,4,substance,"Highly specific critiques (Eq. 1 'pa' undefined, Eq. 3 flawed, n^{-} typo, MPDAG vs CPDAG), reviewer-supplied citations including apparent self-citation, idiosy"
2024_review,sSTntxCelO,6,substance,"Specific named baselines (DreamFusion, Magic3D, ProlificDreamer, SnapFusion), typos ('contracdicts', 'expeirmental', 'quanlitative'), idiosyncratic complaints a"
2026_review,yF81Qaklxd,25,substance,"Specific section/number references, typo 'apper'/'differnet', idiosyncratic skeptical voice and genuine argumentative critique rather than symmetric scaffolding"
2026_review,ITOL1GvooB,8,substance,"Idiosyncratic voice with specific supplied citations (Open-Sora 2.0, Churchland & Sejnowski, arXiv link), uneven notes-like structure, personal framing critique"
2026_review,SxxUbQtRRV,25,substance,"Specific engagement: cites Do-PFN with full reference, references Eq. 9 and Sec. 4.3, plus typos ('simimlar','exsiting','Scholkopf')"
2026_meta,w3fTQHsQLO,88,structure,"Uniformly fluent meta-summary with symmetric 'concern -> addressed' scaffolding, generic phrasing ('addressed all of the major reviewer concerns'), no reviewer-"
2024_review,t1nTXT1NOA,3,substance,"Highly specific technical objections with reviewer-supplied citations, figure/equation references, quoted phrases from the paper, and idiosyncratic nitpicks (sp"
2024_review,doOhFNLZKY,15,substance,"Specific engagement with cited prior work (Cao et al. VC-dimension bound, Goldblum et al.), page-level typo list ('doesn't'->'does not'), and slightly non-nativ"
2026_meta,xaZdQwQu0X,88,substance,"Meta-summary written in fluent, uniform prose with generic rebuttal-outcome scaffolding and almost no concrete paper specifics (no equations, figures, or named "
2024_review,MY5WPcvNDt,15,substance,"Specific idiosyncratic complaints (3rd paragraph of intro unintelligible, Fig. 5 firing rates, undefined x in Section 3, T=6) plus uneven personal voice"
2026_review,7ARKUSIoo2,55,structure,"Strengths section is generic scaffolded praise ('elegant and theoretically grounded', 'Theoretical soundness', 'Comprehensive experimental comparison') with bol"
2026_meta,bSfYmOLEik,91,structure,"Meta-review style text with uniform bulleted scaffolding, backtick reviewer IDs, symmetric 'addressed/outstanding' structure, and formulaic hedged score project"
2024_review,pqzFOg1seC,4,substance,"Idiosyncratic human voice in rebuttal response ('sorry for the late reply', 'I always feel that no experiment is a disadvantage'), specific technical queries ab"
2024_review,sxiawcrh8G,3,substance,"Specific engagement with equation (1), Lemma 2, Definition 5, page-3 example; idiosyncratic first-person confusion and uneven phrasing"
2024_review,rCMhZ8CDzr,3,substance,"Reviewer supplies specific uncited citations with arXiv links, idiosyncratic phrasing ('generativel', 'detours these issues'), pointed single question"
2024_review,RQcGGmbQC1,6,substance,"Highly specific factual checks (VideoMAE 85.2% vs 84.7%, ViT-H 86.6%, MHSA O(n^2) complexity critique, Multigrid citation) with slightly non-native phrasing"
2026_review,EcJLBE7Mwg,25,substance,"Specific engagement with line numbers (L200, L302-304), figure/table references, variable names, and idiosyncratic self-correcting remarks ('later I found that "
2024_review,ClxLWhUqoi,25,substance,"Highly specific engagement (140/50,000 samples, 41-minute preprocessing, Equation 1, OBC solver) and probing, idiosyncratic questions that reflect genuine reaso"
2026_meta,5KVMEjW3jl,22,substance,"Meta-review with specific engagement (quotes a reviewer, tracks which experiments appeared in rebuttal, per-reviewer score reasoning) and some idiosyncratic fir"
2024_review,Essd2McrCC,3,substance,"Highly specific technical nitpicks (symbol reuse in Fig. 3, ReLU in Eq. 9 vs figure, random split fairness) plus a typo ('effacacy')"
2026_meta,ohdlVIPZGM,78,structure,"This is a meta-summary (AC-style consolidation) written in uniformly fluent, symmetric scaffolding ('Addressed Concerns'/'Outstanding Concerns'), with hedged ge"
2026_meta,CwTO0ATRlN,88,substance,"Fluent, uniformly-rhythmed meta-summary with no concrete specifics (no equations, figures, baselines, or named datasets); generic hedged phrasing like 'likely t"
2024_review,sHsp83idlY,18,substance,"Highly specific page/equation/table references, LaTeX quote formatting nitpick, statistical critique of eq (2), and idiosyncratic third-person 'the reviewer' vo"
2024_review,EuWG5533s7,22,substance,"Specific technical critique with reviewer-supplied citation (PaCo), concrete comparisons of parameterization, and pointed questions about Gram-Schmidt ordering "
2026_meta,TOvRNwejL8,16,substance,"Specific engagement with reviewer IDs, theorem numbers (Theorem E.2), gamma ranges, and an idiosyncratic meta-review voice with slightly uneven phrasing"
2024_review,waiLuiNJWG,4,substance,"Concrete specifics: typo catches, section-level quotes, supplied citations, terse uneven weaknesses"
2024_review,iFBXqr1Yh6,72,structure,"Fluent symmetric strengths/weaknesses scaffolding with generic phrasing and near-duplicate questions (Q4 repeated as Q6), few concrete specifics beyond dataset "
2026_review,5NKzMuUvlx,8,substance,"Specific figure-caption inconsistency (Fig 7/8 left/middle/right vs 4 columns), personal voice ('I really like'), hedged openness to score change"
2026_meta,UU2Wsl4qSQ,72,structure,"Highly organized meta-review with symmetric 'Concerns addressed'/'Outstanding concerns' scaffolding, ordinal enumeration (First/Second/Third/Fourth), and unifor"
2026_review,KU8fi4DHFG,6,substance,"Specific engagement with equation (2), undefined constants A,B,C in intro points (c)/(d), genuine hedging ('as far as I can tell', 'Do you have any ideas?')"
2026_review,TiPZRsfyAa,24,substance,"Weaknesses cite specific line numbers, citation formatting errors, and concrete hardware/training-time details about EAGLE; strengths are generic but the critiq"
2024_review,9L3VDjyNii,18,substance,"Specific figure/table complaints (missing legend in Fig 2, inconsistent bold in Table 1), idiosyncratic voice ('The proposed method is easy!'), genuine conceptu"
2026_meta,OYaFOmZaeT,72,structure,"Meta-review with symmetric, fluent scaffolding ('Concerns Addressed'/'Outstanding Concerns'), uniform sentence rhythm and generic summarizing prose, though it d"
2026_meta,54soh3P1Ob,42,substance,"This is a meta-review/AC summary with specific reviewer IDs, concrete concerns (TextVQA degradation, RoPE scaling leakage, logit-lens early layers), and idiosyn"
2026_meta,px0Wem5gEX,22,substance,"Idiosyncratic AC voice with hedged first-person judgments ('I don't believe the reviewers would be convinced', 'I assume all reviewers will remain with their sc"
2024_review,q8nASoRb0a,15,substance,"Specific technical engagement (f_Theta details, R_U = W_UL R_L alternative, KNN baseline suggestion, matrix inverse cost) with terse uneven prose"
2024_review,FNo95De2zU,3,substance,"Reviewer supplies specific citations, quotes paper phrases, non-native phrasing ('research filed', 'The title of the article is very strange')"
2026_review,RC0sibdRp3,25,substance,"Specific engagement with theorems, line numbers, and reviewer-supplied citations (with a typo 'Groce and Hein', 'Sehweg'), suggesting human authorship despite t"
2026_review,XMGuF23tsU,25,substance,Specific figure-level catch (Fig 5 var1/var2 duplication) and a coherent single focused critique with first-person hedging ('I appreciate that...'); fluent but 
2026_review,NK0DlNUgJg,63,structure,"Fluent symmetric strengths/weaknesses scaffolding with generic dataset-level critiques (diversity, occlusion, weather) and no concrete figure/table/baseline ref"
2026_review,PRcHQJDdJ0,22,substance,"Highly specific, idiosyncratic engagement: named typos ('representaions', 'infered'), specific arXiv links, section/table numbers, figure font complaints, domai"
2024_review,PBUex302yD,4,substance,"Specific engagement (Eq 5 ambiguity, Sec 2.4, Fig 1, DEQA ablation suggestion) with skeptical idiosyncratic voice"
2024_review,fcWRupEh3n,4,substance,"Idiosyncratic first-person reasoning, specific engagement (FULL baseline, Figure 3), proposes own alternative score, uneven punctuation/run-on sentences"
2026_review,J1nwIdM7WI,6,substance,"Quotes specific sentences from the paper, expresses genuine confusion and personal uncertainty, uneven and idiosyncratic phrasing"
2024_review,olreWpljQu,4,substance,"Specific technical objection quoting the paper's text and equations, with idiosyncratic reasoning and slightly non-native phrasing"
2024_review,XpHT3rYv3U,3,substance,"Highly specific engagement (Figure 1 y-axis, notation \beta_{t-1,i}, Section 3.3) plus reviewer-supplied citations and asymmetric one-line strengths"
2026_meta,AxUgjqFxXT,82,structure,"Fluent, uniformly structured meta-review summary with generic aggregation language and speculative score predictions phrased in polished parallel sentences; spe"
2024_review,nfpI1ktSWm,18,substance,"Reviewer supplies specific citations [a][b][c] and references particular figures/tables with substantive, idiosyncratic critiques"
2026_meta,Gortsq2VON,18,substance,"Specific reviewer IDs, score changes, named baselines (SSPO, RainbowPA), and typos ('I believer', 'his score') indicate human AC writing"
2024_review,g6JNwKRFV8,68,substance,"Fluent, generic summary/strengths that restate the abstract with no concrete specifics (no figure/table/baseline names), symmetric scaffolding; only the single "
2026_meta,hW8ngwh6oN,93,structure,"This is a meta-summary of a discussion with formulaic templated scaffolding ('Rebuttal Addressed:' / 'Still Outstanding:' / 'Potential Change:'), uniform fluent"
2026_review,ZVH9PEqrLG,72,structure,Fluent symmetric summary/strengths with generic phrasing and bolded variable formatting; weaknesses are polite templated 'Please provide/add/replace' requests l
2026_review,KnRxJmcblG,12,substance,"Reviewer supplies six specific prior-work citations with DOIs, notes misspelled dataset name in title, cites concrete test-mini split size (~130 images); idiosy"
2026_review,fpZ5PtJKc4,25,substance,"Specific, non-generic critique focused on CFG-vs-CoGuide gap with idiosyncratic phrasing and typos ('Floorpans', 'There're', 'it easy for readers')"
2026_meta,YEDsaZjKkg,80,structure,Fluent symmetric concern-by-concern scaffolding with uniform 'was effectively refuted / was addressed by' phrasing and generic resolution language; reads like a
2026_meta,X3SMg9TZfe,93,structure,"This is a meta-review-style synthesis with highly templated symmetric 'Addressed/Outstanding' scaffolding, bolded generic headers, and uniform hedged prose ('li"
2026_meta,IJAvyFCmyU,88,structure,"Highly templated meta-review with symmetric headed sections, uniform bolded bullet scaffolding, and heavy formulaic quote-and-attribute prose; fluent but mechan"
2026_meta,ISYyugrZYN,93,structure,"Meta-summary written in uniformly fluent, hedged committee prose ('remain partially outstanding', 'which the authors frame as intentional scope choices') with n"
2026_review,Pybl9FOgD5,22,substance,"Concrete specifics (Fig. 7, eq. 7, DPPO missing on ManiSkill) with idiosyncratic first-person voice and slightly uneven phrasing"
2026_meta,GXSn6owAwe,21,substance,"Meta-review with concrete reviewer IDs, specific citation (Petrovic et al. 2025), per-reviewer score reasoning, and a typo ('this work has merit, but') indicati"
2026_meta,7uQwlrjoar,93,structure,"Highly templated meta-summary with enumerated roman-numeral concern lists, bolded scaffolding, and fluent generic prose lacking any paper-specific content (no e"
2026_review,eFnT0P5WeT,62,structure,"Symmetric strengths/weaknesses scaffolding with fluent uniform prose, though the gradient-correlation critique is a specific and substantive technical objection"
2026_review,3kSWqWa3P2,4,substance,"Specific technical engagement (target equation c(n)=P(z)*s_clean, named baselines DeepANC/SEMamba/TFGridNet, quoted sentence from paper, PESQ anomaly), terse un"
2026_review,bl2eNbQqKM,15,substance,"Specific line-number citations (L363, L365, L400) with targeted rebuttals, idiosyncratic concerns and slightly uneven phrasing/typos ('evalutes', 'why that woul"
2026_review,pnVFbZk1ZD,30,substance,"Specific engagement (Section 5, Table 3, Deepseek-V3 self-evaluation bias, quoted vague phrases) with pointed causal-inference critique; mildly polished but idi"
2024_review,O5exoBYVwy,22,substance,"Specific engagement (Section 5.1 6.8x claim, moolib/monobeast comparisons) plus idiosyncratic complaints about reading order and grammar; headings are conferenc"
2026_review,rbi5mjfb2r,3,substance,"Idiosyncratic first-person voice, direct quotes from the paper including a typo ('agnets'), section-specific critiques, and hedged personal opinions typical of "
2026_review,oS2IcYAH06,78,structure,"Fluent, uniformly structured prose with heavy restating of the paper's claims; questions are long, polished, and formulaic, though they do cite specific splits "
2026_review,yV4taFFDP5,78,structure,"Highly symmetric, uniformly fluent strengths/weaknesses with bolded generic headers and echoing questions; specifics limited to a single 'Table 2' mention, plus"
2026_meta,73YyAMmhI5,72,structure,"Fluent, uniformly-rhythmed meta-summary with symmetric scaffolding and hedged connective prose ('Net-net', 'camera-ready execution'); specifics are reviewer IDs"
2024_review,YWhpkyZpI5,4,substance,"Highly specific engagement: equation numbers, page numbers, notation nitpicks, idiosyncratic spacing before '?', personal uncertainty ('I do not understand why'"
2026_meta,4eXJf2vPDY,22,substance,"Meta-review with specific reviewer IDs, concrete technical concerns (quantitative bounds on visited states), hedged idiosyncratic phrasing and a typo ('reivewer"
2026_review,DgDwojDxXZ,5,substance,"Highly specific technical critiques (patch vs clip embeddings, BirdMAE baseline, BEATs checkpoint, 'Glitch in l. 316', reviewer-supplied arXiv citations) with t"
2024_review,ILC64Glsq1,22,substance,"Reviewer supplies specific citations with numbering glitch ([1] referenced but missing), concrete dataset suggestion (Ogbn-Arxiv), and idiosyncratic complaints "
2024_review,gzXY1gdjFb,4,substance,"Highly specific domain engagement: named baselines, table numbers, reviewer-supplied citations, and targeted methodological questions (DDP, V100 count, single r"
2026_meta,pElKf3jBfc,88,substance,"Fluent meta-summary with generic evaluative scaffolding ('Despite impressive claims, reviewers were not fully convinced...'), hedged score speculation ('Likely "
2024_review,fJupeDDbhh,82,substance,"Fluent symmetric summary/strengths scaffolding restating contributions with generic bullet praise, single vague weakness, and broad non-specific questions; no f"
2026_review,2CKfoFRRjx,38,substance,"Mostly generic strengths/weaknesses scaffolding and fluent summary, but the specific typo catch ('stege' → 'stage' in Section 3.1) and named-backbone requests s"
2026_meta,xaZYaHYGKB,38,substance,"This is an AC meta-review, not a reviewer review; it contains concrete specifics (reviewer IDs, PRIME comparison, Qwen-7B/llama additions, score trajectories) a"
2026_review,UHE1uhbA6n,68,structure,"Symmetric bulleted strengths with generic em-dash praise ('Clear and professional writing — well-structured narrative'), though specific questions about PRS/mCE"
2026_meta,JrPEkDPoJ8,22,substance,"Meta-review with specific reviewer IDs, nuanced characterization of two reviewer camps, and slightly awkward human phrasing ('may misinterpret the novelty')"
2026_meta,0Y3t0NWxly,68,structure,"Fluent, uniformly structured meta-summary with generic phrasing ('Concerns were addressed; no follow-up score change was recorded') repeated verbatim, and littl"
2026_review,9Nr1VCI0l0,20,substance,"Concrete specifics: line 232 vs eq 3 inconsistency, named hyperparameters, supplied citation, FLUX CFG-input question"
2024_review,THotHskBvm,26,substance,"Long descriptive summary restating method, but weaknesses include reviewer-supplied specific citations with years and idiosyncratic awkward phrasing ('designed "
2026_meta,4kJwhX4mxc,72,structure,"Fluent, uniformly organised meta-review with numbered scaffolding and hedged connective phrasing ('somewhat evasive, in my view', 'comes across as somewhat dism"
2026_meta,sUPhWD37uQ,25,substance,"Meta-review with idiosyncratic first-person judgments, typos ('immagine', 'these were were'), and specific reviewer IDs/social dynamics; summary section is flue"
2026_review,RdHTg7ifNd,62,structure,"Mostly generic, symmetric scaffolding and fluent summary restating the abstract; but the DreamBench++ citation with author/year and specific DINO/HPSv3 critique"
2026_review,xfFYHtXJJ8,78,structure,"Uniform, fluent, symmetric enumerated weaknesses each phrased as a single balanced clause with generic critique language ('raises concerns about its robustness "
2024_review,Rj9XJtbrLU,55,structure,"Generic, symmetric bolded strengths with abstract-restating praise, but weaknesses cite a specific paper (Arora et al.) and Theorem 3.2's alpha_1 condition, plu"
